x_index,y_index,x_min_m,x_max_m,x_center_m,y_min_m,y_max_m,y_center_m,assert_count,yield_count,total_count,p_assert,masked
6,31,-2.5,-2.25,-2.375,3.75,4.0,3.875,0,0,0,,1
7,31,-2.25,-2.0,-2.125,3.75,4.0,3.875,0,0,0,,1
8,31,-2.0,-1.75,-1.875,3.75,4.0,3.875,0,0,0,,1
9,31,-1.75,-1.5,-1.625,3.75,4.0,3.875,0,0,0,,1
10,31,-1.5,-1.25,-1.375,3.75,4.0,3.875,0,0,0,,1
11,31,-1.25,-1.0,-1.125,3.75,4.0,3.875,0,0,0,,1
12,31,-1.0,-0.75,-0.875,3.75,4.0,3.875,0,0,0,,1
13,31,-0.75,-0.5,-0.625,3.75,4.0,3.875,0,0,0,,1
14,31,-0.5,-0.25,-0.375,3.75,4.0,3.875,0,0,0,,1
15,31,-0.25,0.0,-0.125,3.75,4.0,3.875,0,0,0,,1
16,31,0.0,0.25,0.125,3.75,4.0,3.875,0,0,0,,1
17,31,0.25,0.5,0.375,3.75,4.0,3.875,0,0,0,,1
18,31,0.5,0.75,0.625,3.75,4.0,3.875,0,0,0,,1
19,31,0.75,1.0,0.875,3.75,4.0,3.875,0,0,0,,1
20,31,1.0,1.25,1.125,3.75,4.0,3.875,0,0,0,,1
21,31,1.25,1.5,1.375,3.75,4.0,3.875,0,0,0,,1
22,31,1.5,1.75,1.625,3.75,4.0,3.875,0,0,0,,1
23,31,1.75,2.0,1.875,3.75,4.0,3.875,0,0,0,,1
24,31,2.0,2.25,2.125,3.75,4.0,3.875,0,0,0,,1
25,31,2.25,2.5,2.375,3.75,4.0,3.875,0,0,0,,1
26,31,2.5,2.75,2.625,3.75,4.0,3.875,0,0,0,,1
27,31,2.75,3.0,2.875,3.75,4.0,3.875,0,0,0,,1
28,31,3.0,3.25,3.125,3.75,4.0,3.875,0,0,0,,1
29,31,3.25,3.5,3.375,3.75,4.0,3.875,0,0,0,,1
30,31,3.5,3.75,3.625,3.75,4.0,3.875,0,0,0,,1
31,31,3.75,4.0,3.875,3.75,4.0,3.875,0,0,0,,1
